Adj Close,Volume
2246.189941,4200580000
2259.530029,3884480000
2256.959961,4034510000
2271.719971,3857590000
2253.280029,4406970000
2262.030029,4168200000
2258.070068,5920340000
2262.530029,3248370000
2270.76001,3298780000
2265.179932,2852230000
2260.959961,2876320000
2263.790039,2020550000
2268.879883,1987080000
2249.919922,2392360000
2249.26001,2336370000
2238.830078,2670900000
2257.830078,3770530000
2270.75,3764890000
2269,3761820000
2276.97998,3339890000
2268.899902,3217610000
2268.899902,3638790000
2275.320068,3620410000
2270.439941,3462130000
2274.639893,3081270000
2267.889893,3584990000
2271.889893,3315250000
2263.689941,3165970000
2271.310059,3524970000
2265.199951,3152710000
2280.070068,3810960000
2298.370117,3846020000
2296.679932,3610360000
2294.689941,3135890000
2280.899902,3591270000
2278.870117,4087450000
2279.550049,3916610000
2280.850098,3807710000
2297.419922,3597970000
2292.560059,3109050000
2293.080078,3448690000
2294.669922,3609740000
2307.870117,3677940000
2316.100098,3475020000
2328.25,3349730000
2337.580078,3520910000
2349.25,3775590000
2347.219971,3672370000
2351.159912,3513060000
2365.379883,3579780000
2362.820068,3468670000
2363.810059,4015260000
2367.340088,3831570000
2369.75,3582610000
2363.639893,4210140000
2395.959961,4345180000
2381.919922,3821320000
2383.120117,3555260000
2375.310059,3232700000
2368.389893,3518390000
2362.97998,3812100000
2364.870117,3716340000
2372.600098,3432950000
2373.469971,3133900000
2365.449951,3172630000
2385.26001,3906840000
2381.379883,3365660000
2378.25,5178040000
2373.469971,3054930000
2344.02002,4265590000
2348.449951,3572730000
2345.959961,3260600000
2343.97998,2975130000
2341.590088,3240230000
2358.570068,3367780000
2361.129883,3106940000
2368.060059,3158420000
2362.719971,3354110000
2358.840088,3416400000
2360.159912,3206240000
2352.949951,3770520000
2357.48999,3201920000
2355.540039,3053150000
2357.159912,2785410000
2353.780029,3117420000
2344.929932,3196950000
2328.949951,3143890000
2349.01001,2824710000
2342.189941,3269840000
2338.169922,3519900000
2355.840088,3647420000
2348.689941,3503360000
2374.149902,3690650000
2388.610107,3995240000
2387.449951,4105920000
2388.77002,4098460000
2384.199951,3718270000
2388.330078,3199240000
2391.169922,3813680000
2388.129883,3893990000
2389.52002,4362540000
2399.290039,3540140000
2399.379883,3429440000
2396.919922,3653590000
2399.629883,3643530000
2394.439941,3727420000
2390.899902,3305630000
2402.320068,3473600000
2400.669922,3420790000
2357.030029,4163000000
2365.719971,4319420000
2381.72998,3825160000
2394.02002,3172830000
2398.419922,3213570000
2404.389893,3389900000
2415.070068,3535390000
2415.820068,2805040000
2412.909912,3203160000
2411.800049,4516110000
2430.060059,3857140000
2439.070068,3461680000
2436.100098,2912600000
2429.330078,3357840000
2433.139893,3572300000
2433.790039,3728860000
2431.77002,4027340000
2429.389893,4027750000
2440.350098,3275500000
2437.919922,3555590000
2432.459961,3353050000
2433.149902,5284720000
2453.459961,3264700000
2437.030029,3416510000
2435.610107,3594820000
2434.5,3468210000
2438.300049,5278330000
2439.070068,3238970000
2419.379883,3563910000
2440.689941,3500800000
2419.699951,3900280000
2423.409912,3361590000
2429.01001,1962290000
2432.540039,3367220000
2409.75,3364520000
2425.179932,2901330000
2427.429932,2999130000
2425.530029,3106750000
2443.25,3171620000
2447.830078,3067670000
2459.27002,2736640000
2459.139893,2793170000
2460.610107,2962130000
2473.830078,3059760000
2473.449951,3182780000
2472.540039,3059570000
2469.909912,3010240000
2477.129883,4108060000
2477.830078,3557020000
2475.419922,3995520000
2472.100098,3294770000
2470.300049,3469210000
2476.350098,3460860000
2477.570068,3478580000
2472.159912,3645020000
2476.830078,3235140000
2480.909912,2931780000
2474.919922,3344640000
2474.02002,3308060000
2438.209961,3621070000
2441.320068,3159930000
2465.840088,2822550000
2464.610107,2913100000
2468.110107,2953650000
2430.01001,3142620000
